"CELL30M","ISO3","X","Y"
"34169","ISL","-15.25","66.25"
"34242","SWE","21.25","66.25"
"34247","SWE","23.75","66.25"
"34248","FIN","24.25","66.25"
"34249","FIN","24.75","66.25"
"34250","FIN","25.25","66.25"
"34875","ISL","-22.25","65.75"
"34876","ISL","-21.75","65.75"
"34878","ISL","-20.75","65.75"
"34880","ISL","-19.75","65.75"
"34881","ISL","-19.25","65.75"
"34885","ISL","-17.25","65.75"
"34891","ISL","-14.25","65.75"
"34961","SWE","20.75","65.75"
"34962","SWE","21.25","65.75"
"34963","SWE","21.75","65.75"
"34964","SWE","22.25","65.75"
"34965","SWE","22.75","65.75"
"34966","SWE","23.25","65.75"
"34967","SWE","23.75","65.75"
"34968","FIN","24.25","65.75"
"34969","FIN","24.75","65.75"
"34971","FIN","25.75","65.75"
"34972","FIN","26.25","65.75"
"35009","RUS","44.75","65.75"
"35592","ISL","-23.75","65.25"
"35595","ISL","-22.25","65.25"
"35596","ISL","-21.75","65.25"
"35597","ISL","-21.25","65.25"
"35601","ISL","-19.25","65.25"
"35664","NOR","12.25","65.25"
"35681","SWE","20.75","65.25"
"35682","SWE","21.25","65.25"
"35683","SWE","21.75","65.25"
"35689","FIN","24.75","65.25"
"35690","FIN","25.25","65.25"
"35691","FIN","25.75","65.25"
"35692","FIN","26.25","65.25"
"35698","FIN","29.25","65.25"
"35700","RUS","30.25","65.25"
"36257","GRL","-51.25","64.75"
"36258","GRL","-50.75","64.75"
"36312","ISL","-23.75","64.75"
"36313","ISL","-23.25","64.75"
"36314","ISL","-22.75","64.75"
"36315","ISL","-22.25","64.75"
"36316","ISL","-21.75","64.75"
"36317","ISL","-21.25","64.75"
"36331","ISL","-14.25","64.75"
"36399","SWE","19.75","64.75"
"36400","SWE","20.25","64.75"
"36401","SWE","20.75","64.75"
"36402","SWE","21.25","64.75"
"36409","FIN","24.75","64.75"
"36410","FIN","25.25","64.75"
"36411","FIN","25.75","64.75"
"36412","FIN","26.25","64.75"
"36413","FIN","26.75","64.75"
"36436","RUS","38.25","64.75"
"36438","RUS","39.25","64.75"
"36439","RUS","39.75","64.75"
"36440","RUS","40.25","64.75"
"36441","RUS","40.75","64.75"
"36442","RUS","41.25","64.75"
"36444","RUS","42.25","64.75"
"36446","RUS","43.25","64.75"
"36448","RUS","44.25","64.75"
"36779","USA","-150.25","64.25"
"36789","USA","-145.25","64.25"
"36976","GRL","-51.75","64.25"
"36977","GRL","-51.25","64.25"
"36978","GRL","-50.75","64.25"
"36979","GRL","-50.25","64.25"
"36980","GRL","-49.75","64.25"
"37036","ISL","-21.75","64.25"
"37038","ISL","-20.75","64.25"
"37039","ISL","-20.25","64.25"
"37048","ISL","-15.75","64.25"
"37049","ISL","-15.25","64.25"
"37050","ISL","-14.75","64.25"
"37103","NOR","11.75","64.25"
"37104","NOR","12.25","64.25"
"37110","SWE","15.25","64.25"
"37111","SWE","15.75","64.25"
"37112","SWE","16.25","64.25"
"37113","SWE","16.75","64.25"
"37117","SWE","18.75","64.25"
"37118","SWE","19.25","64.25"
"37119","SWE","19.75","64.25"
"37120","SWE","20.25","64.25"
"37121","SWE","20.75","64.25"
"37122","SWE","21.25","64.25"
"37126","FIN","23.25","64.25"
"37127","FIN","23.75","64.25"
"37128","FIN","24.25","64.25"
"37129","FIN","24.75","64.25"
"37130","FIN","25.25","64.25"
"37131","FIN","25.75","64.25"
"37132","FIN","26.25","64.25"
"37133","FIN","26.75","64.25"
"37134","FIN","27.25","64.25"
"37135","FIN","27.75","64.25"
"37136","FIN","28.25","64.25"
"37137","FIN","28.75","64.25"
"37156","RUS","38.25","64.25"
"37160","RUS","40.25","64.25"
"37161","RUS","40.75","64.25"
"37162","RUS","41.25","64.25"
"37163","RUS","41.75","64.25"
"37165","RUS","42.75","64.25"
"37166","RUS","43.25","64.25"
"37168","RUS","44.25","64.25"
"37175","RUS","47.75","64.25"
"37176","RUS","48.25","64.25"
"37177","RUS","48.75","64.25"
"37178","RUS","49.25","64.25"
"37323","RUS","121.75","64.25"
"37324","RUS","122.25","64.25"
"37489","USA","-155.25","63.75"
"37490","USA","-154.75","63.75"
"37491","USA","-154.25","63.75"
"37492","USA","-153.75","63.75"
"37493","USA","-153.25","63.75"
"37509","USA","-145.25","63.75"
"37510","USA","-144.75","63.75"
"37757","ISL","-21.25","63.75"
"37758","ISL","-20.75","63.75"
"37759","ISL","-20.25","63.75"
"37763","ISL","-18.25","63.75"
"37764","ISL","-17.75","63.75"
"37766","ISL","-16.75","63.75"
"37816","NOR","8.25","63.75"
"37818","NOR","9.25","63.75"
"37819","NOR","9.75","63.75"
"37820","NOR","10.25","63.75"
"37821","NOR","10.75","63.75"
"37822","NOR","11.25","63.75"
"37823","NOR","11.75","63.75"
"37828","SWE","14.25","63.75"
"37829","SWE","14.75","63.75"
"37830","SWE","15.25","63.75"
"37831","SWE","15.75","63.75"
"37832","SWE","16.25","63.75"
"37835","SWE","17.75","63.75"
"37836","SWE","18.25","63.75"
"37837","SWE","18.75","63.75"
"37838","SWE","19.25","63.75"
"37839","SWE","19.75","63.75"
"37840","SWE","20.25","63.75"
"37841","SWE","20.75","63.75"
"37845","FIN","22.75","63.75"
"37846","FIN","23.25","63.75"
"37847","FIN","23.75","63.75"
"37848","FIN","24.25","63.75"
"37849","FIN","24.75","63.75"
"37850","FIN","25.25","63.75"
"37851","FIN","25.75","63.75"
"37852","FIN","26.25","63.75"
"37853","FIN","26.75","63.75"
"37854","FIN","27.25","63.75"
"37855","FIN","27.75","63.75"
"37856","FIN","28.25","63.75"
"37857","FIN","28.75","63.75"
"37858","FIN","29.25","63.75"
"37859","FIN","29.75","63.75"
"37860","FIN","30.25","63.75"
"37872","RUS","36.25","63.75"
"37873","RUS","36.75","63.75"
"37874","RUS","37.25","63.75"
"37875","RUS","37.75","63.75"
"37876","RUS","38.25","63.75"
"37877","RUS","38.75","63.75"
"37878","RUS","39.25","63.75"
"37879","RUS","39.75","63.75"
"37882","RUS","41.25","63.75"
"37883","RUS","41.75","63.75"
"37890","RUS","45.25","63.75"
"37891","RUS","45.75","63.75"
"37896","RUS","48.25","63.75"
"37897","RUS","48.75","63.75"
"37898","RUS","49.25","63.75"
"37899","RUS","49.75","63.75"
"37900","RUS","50.25","63.75"
"37901","RUS","50.75","63.75"
"37903","RUS","51.75","63.75"
"38041","RUS","120.75","63.75"
"38209","USA","-155.25","63.25"
"38210","USA","-154.75","63.25"
"38211","USA","-154.25","63.25"
"38212","USA","-153.75","63.25"
"38213","USA","-153.25","63.25"
"38245","CAN","-137.25","63.25"
"38481","ISL","-19.25","63.25"
"38535","NOR","7.75","63.25"
"38536","NOR","8.25","63.25"
"38537","NOR","8.75","63.25"
"38538","NOR","9.25","63.25"
"38539","NOR","9.75","63.25"
"38540","NOR","10.25","63.25"
"38541","NOR","10.75","63.25"
"38542","NOR","11.25","63.25"
"38546","SWE","13.25","63.25"
"38547","SWE","13.75","63.25"
"38548","SWE","14.25","63.25"
"38549","SWE","14.75","63.25"
"38550","SWE","15.25","63.25"
"38551","SWE","15.75","63.25"
"38552","SWE","16.25","63.25"
"38553","SWE","16.75","63.25"
"38554","SWE","17.25","63.25"
"38555","SWE","17.75","63.25"
"38556","SWE","18.25","63.25"
"38557","SWE","18.75","63.25"
"38558","SWE","19.25","63.25"
"38562","FIN","21.25","63.25"
"38563","FIN","21.75","63.25"
"38564","FIN","22.25","63.25"
"38565","FIN","22.75","63.25"
"38566","FIN","23.25","63.25"
"38567","FIN","23.75","63.25"
"38568","FIN","24.25","63.25"
"38569","FIN","24.75","63.25"
"38570","FIN","25.25","63.25"
"38571","FIN","25.75","63.25"
"38572","FIN","26.25","63.25"
"38573","FIN","26.75","63.25"
"38574","FIN","27.25","63.25"
"38575","FIN","27.75","63.25"
"38576","FIN","28.25","63.25"
"38577","FIN","28.75","63.25"
"38578","FIN","29.25","63.25"
"38579","FIN","29.75","63.25"
"38580","FIN","30.25","63.25"
"38581","FIN","30.75","63.25"
"38582","RUS","31.25","63.25"
"38583","RUS","31.75","63.25"
"38597","RUS","38.75","63.25"
"38598","RUS","39.25","63.25"
"38600","RUS","40.25","63.25"
"38602","RUS","41.25","63.25"
"38603","RUS","41.75","63.25"
"38604","RUS","42.25","63.25"
"38605","RUS","42.75","63.25"
"38616","RUS","48.25","63.25"
"38617","RUS","48.75","63.25"
"38618","RUS","49.25","63.25"
"38619","RUS","49.75","63.25"
"38620","RUS","50.25","63.25"
"38621","RUS","50.75","63.25"
"38622","RUS","51.25","63.25"
"38623","RUS","51.75","63.25"
"38624","RUS","52.25","63.25"
"38625","RUS","52.75","63.25"
"38627","RUS","53.75","63.25"
"38632","RUS","56.25","63.25"
"38931","USA","-154.25","62.75"
"38959","CAN","-140.25","62.75"
"38965","CAN","-137.25","62.75"
"38969","CAN","-135.25","62.75"
"39252","NOR","6.25","62.75"
"39253","NOR","6.75","62.75"
"39254","NOR","7.25","62.75"
"39255","NOR","7.75","62.75"
"39256","NOR","8.25","62.75"
"39257","NOR","8.75","62.75"
"39258","NOR","9.25","62.75"
"39260","NOR","10.25","62.75"
"39266","SWE","13.25","62.75"
"39267","SWE","13.75","62.75"
"39268","SWE","14.25","62.75"
"39269","SWE","14.75","62.75"
"39270","SWE","15.25","62.75"
"39271","SWE","15.75","62.75"
"39272","SWE","16.25","62.75"
"39273","SWE","16.75","62.75"
"39274","SWE","17.25","62.75"
"39275","SWE","17.75","62.75"
"39276","SWE","18.25","62.75"
"39282","FIN","21.25","62.75"
"39283","FIN","21.75","62.75"
"39284","FIN","22.25","62.75"
"39285","FIN","22.75","62.75"
"39286","FIN","23.25","62.75"
"39287","FIN","23.75","62.75"
"39288","FIN","24.25","62.75"
"39289","FIN","24.75","62.75"
"39290","FIN","25.25","62.75"
"39291","FIN","25.75","62.75"
"39292","FIN","26.25","62.75"
"39293","FIN","26.75","62.75"
"39294","FIN","27.25","62.75"
"39295","FIN","27.75","62.75"
"39296","FIN","28.25","62.75"
"39297","FIN","28.75","62.75"
"39298","FIN","29.25","62.75"
"39299","FIN","29.75","62.75"
"39300","FIN","30.25","62.75"
"39301","FIN","30.75","62.75"
"39302","FIN","31.25","62.75"
"39303","RUS","31.75","62.75"
"39304","RUS","32.25","62.75"
"39305","RUS","32.75","62.75"
"39306","RUS","33.25","62.75"
"39307","RUS","33.75","62.75"
"39308","RUS","34.25","62.75"
"39309","RUS","34.75","62.75"
"39310","RUS","35.25","62.75"
"39312","RUS","36.25","62.75"
"39313","RUS","36.75","62.75"
"39314","RUS","37.25","62.75"
"39315","RUS","37.75","62.75"
"39316","RUS","38.25","62.75"
"39317","RUS","38.75","62.75"
"39318","RUS","39.25","62.75"
"39319","RUS","39.75","62.75"
"39320","RUS","40.25","62.75"
"39321","RUS","40.75","62.75"
"39322","RUS","41.25","62.75"
"39323","RUS","41.75","62.75"
"39324","RUS","42.25","62.75"
"39325","RUS","42.75","62.75"
"39326","RUS","43.25","62.75"
"39327","RUS","43.75","62.75"
"39332","RUS","46.25","62.75"
"39339","RUS","49.75","62.75"
"39340","RUS","50.25","62.75"
"39341","RUS","50.75","62.75"
"39342","RUS","51.25","62.75"
"39345","RUS","52.75","62.75"
"39346","RUS","53.25","62.75"
"39355","RUS","57.75","62.75"
"39357","RUS","58.75","62.75"
"39361","RUS","60.75","62.75"
"39366","RUS","63.25","62.75"
"39367","RUS","63.75","62.75"
"39368","RUS","64.25","62.75"
"39369","RUS","64.75","62.75"
"39370","RUS","65.25","62.75"
"39373","RUS","66.75","62.75"
"39374","RUS","67.25","62.75"
"39417","RUS","88.75","62.75"
"39499","RUS","129.75","62.75"
"39507","RUS","133.75","62.75"
"39544","RUS","152.25","62.75"
"39666","USA","-146.75","62.25"
"39667","USA","-146.25","62.25"
"39668","USA","-145.75","62.25"
"39669","USA","-145.25","62.25"
"39686","CAN","-136.75","62.25"
"39687","CAN","-136.25","62.25"
"39696","CAN","-131.75","62.25"
"39710","CAN","-124.75","62.25"
"39711","CAN","-124.25","62.25"
"39712","CAN","-123.75","62.25"
"39713","CAN","-123.25","62.25"
"39714","CAN","-122.75","62.25"
"39715","CAN","-122.25","62.25"
"39716","CAN","-121.75","62.25"
"39717","CAN","-121.25","62.25"
"39718","CAN","-120.75","62.25"
"39723","CAN","-118.25","62.25"
"39724","CAN","-117.75","62.25"
"39725","CAN","-117.25","62.25"
"39726","CAN","-116.75","62.25"
"39727","CAN","-116.25","62.25"
"39728","CAN","-115.75","62.25"
"39729","CAN","-115.25","62.25"
"39945","FRO","-7.25","62.25"
"39946","FRO","-6.75","62.25"
"39969","NOR","4.75","62.25"
"39970","NOR","5.25","62.25"
"39971","NOR","5.75","62.25"
"39972","NOR","6.25","62.25"
"39973","NOR","6.75","62.25"
"39974","NOR","7.25","62.25"
"39977","NOR","8.75","62.25"
"39978","NOR","9.25","62.25"
"39979","NOR","9.75","62.25"
"39980","NOR","10.25","62.25"
"39981","NOR","10.75","62.25"
"39982","NOR","11.25","62.25"
"39984","SWE","12.25","62.25"
"39985","SWE","12.75","62.25"
"39986","SWE","13.25","62.25"
"39987","SWE","13.75","62.25"
"39988","SWE","14.25","62.25"
"39989","SWE","14.75","62.25"
"39990","SWE","15.25","62.25"
"39991","SWE","15.75","62.25"
"39992","SWE","16.25","62.25"
"39993","SWE","16.75","62.25"
"39994","SWE","17.25","62.25"
"39995","SWE","17.75","62.25"
"40002","FIN","21.25","62.25"
"40003","FIN","21.75","62.25"
"40004","FIN","22.25","62.25"
"40005","FIN","22.75","62.25"
"40006","FIN","23.25","62.25"
"40007","FIN","23.75","62.25"
"40008","FIN","24.25","62.25"
"40009","FIN","24.75","62.25"
"40010","FIN","25.25","62.25"
"40011","FIN","25.75","62.25"
"40012","FIN","26.25","62.25"
"40013","FIN","26.75","62.25"
"40014","FIN","27.25","62.25"
"40015","FIN","27.75","62.25"
"40016","FIN","28.25","62.25"
"40017","FIN","28.75","62.25"
"40018","FIN","29.25","62.25"
"40019","FIN","29.75","62.25"
"40020","FIN","30.25","62.25"
"40021","FIN","30.75","62.25"
"40022","RUS","31.25","62.25"
"40023","RUS","31.75","62.25"
"40024","RUS","32.25","62.25"
"40025","RUS","32.75","62.25"
"40026","RUS","33.25","62.25"
"40027","RUS","33.75","62.25"
"40028","RUS","34.25","62.25"
"40029","RUS","34.75","62.25"
"40030","RUS","35.25","62.25"
"40031","RUS","35.75","62.25"
"40032","RUS","36.25","62.25"
"40033","RUS","36.75","62.25"
"40034","RUS","37.25","62.25"
"40035","RUS","37.75","62.25"
"40036","RUS","38.25","62.25"
"40037","RUS","38.75","62.25"
"40038","RUS","39.25","62.25"
"40039","RUS","39.75","62.25"
"40040","RUS","40.25","62.25"
"40041","RUS","40.75","62.25"
"40042","RUS","41.25","62.25"
"40043","RUS","41.75","62.25"
"40044","RUS","42.25","62.25"
"40045","RUS","42.75","62.25"
"40046","RUS","43.25","62.25"
"40047","RUS","43.75","62.25"
"40048","RUS","44.25","62.25"
"40049","RUS","44.75","62.25"
"40050","RUS","45.25","62.25"
"40051","RUS","45.75","62.25"
"40052","RUS","46.25","62.25"
"40053","RUS","46.75","62.25"
"40054","RUS","47.25","62.25"
"40055","RUS","47.75","62.25"
"40056","RUS","48.25","62.25"
"40057","RUS","48.75","62.25"
"40058","RUS","49.25","62.25"
"40059","RUS","49.75","62.25"
"40060","RUS","50.25","62.25"
"40061","RUS","50.75","62.25"
"40063","RUS","51.75","62.25"
"40064","RUS","52.25","62.25"
"40065","RUS","52.75","62.25"
"40068","RUS","54.25","62.25"
"40070","RUS","55.25","62.25"
"40071","RUS","55.75","62.25"
"40074","RUS","57.25","62.25"
"40076","RUS","58.25","62.25"
"40081","RUS","60.75","62.25"
"40083","RUS","61.75","62.25"
"40084","RUS","62.25","62.25"
"40085","RUS","62.75","62.25"
"40086","RUS","63.25","62.25"
"40087","RUS","63.75","62.25"
"40088","RUS","64.25","62.25"
"40089","RUS","64.75","62.25"
"40090","RUS","65.25","62.25"
"40091","RUS","65.75","62.25"
"40092","RUS","66.25","62.25"
"40093","RUS","66.75","62.25"
"40094","RUS","67.25","62.25"
"40097","RUS","68.75","62.25"
"40129","RUS","84.75","62.25"
"40130","RUS","85.25","62.25"
"40131","RUS","85.75","62.25"
"40132","RUS","86.25","62.25"
"40133","RUS","86.75","62.25"
"40134","RUS","87.25","62.25"
"40135","RUS","87.75","62.25"
"40138","RUS","89.25","62.25"
"40225","RUS","132.75","62.25"
"40226","RUS","133.25","62.25"
"40232","RUS","136.25","62.25"
"40361","USA","-159.25","61.75"
"40366","USA","-156.75","61.75"
"40367","USA","-156.25","61.75"
"40368","USA","-155.75","61.75"
"40379","USA","-150.25","61.75"
"40380","USA","-149.75","61.75"
"40387","USA","-146.25","61.75"
"40388","USA","-145.75","61.75"
"40389","USA","-145.25","61.75"
"40390","USA","-144.75","61.75"
"40391","USA","-144.25","61.75"
"40400","CAN","-139.75","61.75"
"40408","CAN","-135.75","61.75"
"40409","CAN","-135.25","61.75"
"40410","CAN","-134.75","61.75"
"40411","CAN","-134.25","61.75"
"40412","CAN","-133.75","61.75"
"40415","CAN","-132.25","61.75"
"40416","CAN","-131.75","61.75"
"40417","CAN","-131.25","61.75"
"40418","CAN","-130.75","61.75"
"40419","CAN","-130.25","61.75"
"40420","CAN","-129.75","61.75"
"40421","CAN","-129.25","61.75"
"40425","CAN","-127.25","61.75"
"40426","CAN","-126.75","61.75"
"40427","CAN","-126.25","61.75"
"40428","CAN","-125.75","61.75"
"40429","CAN","-125.25","61.75"
"40430","CAN","-124.75","61.75"
"40431","CAN","-124.25","61.75"
"40432","CAN","-123.75","61.75"
"40433","CAN","-123.25","61.75"
"40434","CAN","-122.75","61.75"
"40435","CAN","-122.25","61.75"
"40436","CAN","-121.75","61.75"
"40437","CAN","-121.25","61.75"
"40438","CAN","-120.75","61.75"
"40439","CAN","-120.25","61.75"
"40440","CAN","-119.75","61.75"
"40441","CAN","-119.25","61.75"
"40442","CAN","-118.75","61.75"
"40443","CAN","-118.25","61.75"
"40444","CAN","-117.75","61.75"
"40445","CAN","-117.25","61.75"
"40446","CAN","-116.75","61.75"
"40447","CAN","-116.25","61.75"
"40448","CAN","-115.75","61.75"
"40449","CAN","-115.25","61.75"
"40455","CAN","-112.25","61.75"
"40456","CAN","-111.75","61.75"
"40463","CAN","-108.25","61.75"
"40581","GRL","-49.25","61.75"
"40666","FRO","-6.75","61.75"
"40689","NOR","4.75","61.75"
"40690","NOR","5.25","61.75"
"40691","NOR","5.75","61.75"
"40692","NOR","6.25","61.75"
"40693","NOR","6.75","61.75"
"40696","NOR","8.25","61.75"
"40697","NOR","8.75","61.75"
"40698","NOR","9.25","61.75"
"40699","NOR","9.75","61.75"
"40700","NOR","10.25","61.75"
"40701","NOR","10.75","61.75"
"40702","NOR","11.25","61.75"
"40703","NOR","11.75","61.75"
"40704","NOR","12.25","61.75"
"40705","SWE","12.75","61.75"
"40706","SWE","13.25","61.75"
"40707","SWE","13.75","61.75"
"40708","SWE","14.25","61.75"
"40709","SWE","14.75","61.75"
"40710","SWE","15.25","61.75"
"40711","SWE","15.75","61.75"
"40712","SWE","16.25","61.75"
"40713","SWE","16.75","61.75"
"40714","SWE","17.25","61.75"
"40722","FIN","21.25","61.75"
"40723","FIN","21.75","61.75"
"40724","FIN","22.25","61.75"
"40725","FIN","22.75","61.75"
"40726","FIN","23.25","61.75"
"40727","FIN","23.75","61.75"
"40728","FIN","24.25","61.75"
"40729","FIN","24.75","61.75"
"40730","FIN","25.25","61.75"
"40731","FIN","25.75","61.75"
"40732","FIN","26.25","61.75"
"40733","FIN","26.75","61.75"
"40734","FIN","27.25","61.75"
"40735","FIN","27.75","61.75"
"40736","FIN","28.25","61.75"
"40737","FIN","28.75","61.75"
"40738","FIN","29.25","61.75"
"40739","FIN","29.75","61.75"
"40740","RUS","30.25","61.75"
"40741","RUS","30.75","61.75"
"40742","RUS","31.25","61.75"
"40743","RUS","31.75","61.75"
"40744","RUS","32.25","61.75"
"40745","RUS","32.75","61.75"
"40746","RUS","33.25","61.75"
"40747","RUS","33.75","61.75"
"40748","RUS","34.25","61.75"
"40749","RUS","34.75","61.75"
"40750","RUS","35.25","61.75"
"40751","RUS","35.75","61.75"
"40752","RUS","36.25","61.75"
"40753","RUS","36.75","61.75"
"40754","RUS","37.25","61.75"
"40755","RUS","37.75","61.75"
"40756","RUS","38.25","61.75"
"40757","RUS","38.75","61.75"
"40758","RUS","39.25","61.75"
"40759","RUS","39.75","61.75"
"40760","RUS","40.25","61.75"
"40761","RUS","40.75","61.75"
"40762","RUS","41.25","61.75"
"40763","RUS","41.75","61.75"
"40764","RUS","42.25","61.75"
"40765","RUS","42.75","61.75"
"40766","RUS","43.25","61.75"
"40767","RUS","43.75","61.75"
"40768","RUS","44.25","61.75"
"40769","RUS","44.75","61.75"
"40770","RUS","45.25","61.75"
"40771","RUS","45.75","61.75"
"40772","RUS","46.25","61.75"
"40773","RUS","46.75","61.75"
"40774","RUS","47.25","61.75"
"40775","RUS","47.75","61.75"
"40776","RUS","48.25","61.75"
"40777","RUS","48.75","61.75"
"40778","RUS","49.25","61.75"
"40779","RUS","49.75","61.75"
"40780","RUS","50.25","61.75"
"40781","RUS","50.75","61.75"
"40782","RUS","51.25","61.75"
"40783","RUS","51.75","61.75"
"40784","RUS","52.25","61.75"
"40785","RUS","52.75","61.75"
"40786","RUS","53.25","61.75"
"40787","RUS","53.75","61.75"
"40788","RUS","54.25","61.75"
"40789","RUS","54.75","61.75"
"40790","RUS","55.25","61.75"
"40791","RUS","55.75","61.75"
"40792","RUS","56.25","61.75"
"40793","RUS","56.75","61.75"
"40794","RUS","57.25","61.75"
"40795","RUS","57.75","61.75"
"40796","RUS","58.25","61.75"
"40797","RUS","58.75","61.75"
"40798","RUS","59.25","61.75"
"40799","RUS","59.75","61.75"
"40800","RUS","60.25","61.75"
"40801","RUS","60.75","61.75"
"40802","RUS","61.25","61.75"
"40805","RUS","62.75","61.75"
"40806","RUS","63.25","61.75"
"40807","RUS","63.75","61.75"
"40808","RUS","64.25","61.75"
"40809","RUS","64.75","61.75"
"40810","RUS","65.25","61.75"
"40811","RUS","65.75","61.75"
"40812","RUS","66.25","61.75"
"40813","RUS","66.75","61.75"
"40832","RUS","76.25","61.75"
"40833","RUS","76.75","61.75"
"40847","RUS","83.75","61.75"
"40849","RUS","84.75","61.75"
"40850","RUS","85.25","61.75"
"40852","RUS","86.25","61.75"
"40853","RUS","86.75","61.75"
"40854","RUS","87.25","61.75"
"40859","RUS","89.75","61.75"
"40860","RUS","90.25","61.75"
"40861","RUS","90.75","61.75"
"40862","RUS","91.25","61.75"
"40864","RUS","92.25","61.75"
"40871","RUS","95.75","61.75"
"40938","RUS","129.25","61.75"
"40940","RUS","130.25","61.75"
"40941","RUS","130.75","61.75"
"40942","RUS","131.25","61.75"
"40943","RUS","131.75","61.75"
"40944","RUS","132.25","61.75"
"40947","RUS","133.75","61.75"
"41077","USA","-161.25","61.25"
"41085","USA","-157.25","61.25"
"41086","USA","-156.75","61.25"
"41096","USA","-151.75","61.25"
"41098","USA","-150.75","61.25"
"41099","USA","-150.25","61.25"
"41100","USA","-149.75","61.25"
"41111","USA","-144.25","61.25"
"41116","USA","-141.75","61.25"
"41126","CAN","-136.75","61.25"
"41127","CAN","-136.25","61.25"
"41128","CAN","-135.75","61.25"
"41129","CAN","-135.25","61.25"
"41130","CAN","-134.75","61.25"
"41131","CAN","-134.25","61.25"
"41132","CAN","-133.75","61.25"
"41133","CAN","-133.25","61.25"
"41134","CAN","-132.75","61.25"
"41140","CAN","-129.75","61.25"
"41141","CAN","-129.25","61.25"
"41142","CAN","-128.75","61.25"
"41143","CAN","-128.25","61.25"
"41146","CAN","-126.75","61.25"
"41147","CAN","-126.25","61.25"
"41148","CAN","-125.75","61.25"
"41149","CAN","-125.25","61.25"
"41150","CAN","-124.75","61.25"
"41151","CAN","-124.25","61.25"
"41152","CAN","-123.75","61.25"
"41153","CAN","-123.25","61.25"
"41154","CAN","-122.75","61.25"
"41155","CAN","-122.25","61.25"
"41156","CAN","-121.75","61.25"
"41157","CAN","-121.25","61.25"
"41158","CAN","-120.75","61.25"
"41159","CAN","-120.25","61.25"
"41160","CAN","-119.75","61.25"
"41161","CAN","-119.25","61.25"
"41162","CAN","-118.75","61.25"
"41163","CAN","-118.25","61.25"
"41164","CAN","-117.75","61.25"
"41165","CAN","-117.25","61.25"
"41166","CAN","-116.75","61.25"
"41167","CAN","-116.25","61.25"
"41171","CAN","-114.25","61.25"
"41174","CAN","-112.75","61.25"
"41175","CAN","-112.25","61.25"
"41176","CAN","-111.75","61.25"
"41177","CAN","-111.25","61.25"
"41178","CAN","-110.75","61.25"
"41179","CAN","-110.25","61.25"
"41180","CAN","-109.75","61.25"
"41181","CAN","-109.25","61.25"
"41307","GRL","-46.25","61.25"
"41308","GRL","-45.75","61.25"
"41309","GRL","-45.25","61.25"
"41386","FRO","-6.75","61.25"
"41409","NOR","4.75","61.25"
"41410","NOR","5.25","61.25"
"41411","NOR","5.75","61.25"
"41412","NOR","6.25","61.25"
"41413","NOR","6.75","61.25"
"41414","NOR","7.25","61.25"
"41415","NOR","7.75","61.25"
"41417","NOR","8.75","61.25"
"41418","NOR","9.25","61.25"
"41419","NOR","9.75","61.25"
"41420","NOR","10.25","61.25"
"41421","NOR","10.75","61.25"
"41422","NOR","11.25","61.25"
"41423","NOR","11.75","61.25"
"41424","NOR","12.25","61.25"
"41425","NOR","12.75","61.25"
"41426","SWE","13.25","61.25"
"41427","SWE","13.75","61.25"
"41428","SWE","14.25","61.25"
"41429","SWE","14.75","61.25"
"41430","SWE","15.25","61.25"
"41431","SWE","15.75","61.25"
"41432","SWE","16.25","61.25"
"41433","SWE","16.75","61.25"
"41434","SWE","17.25","61.25"
"41442","FIN","21.25","61.25"
"41443","FIN","21.75","61.25"
"41444","FIN","22.25","61.25"
"41445","FIN","22.75","61.25"
"41446","FIN","23.25","61.25"
"41447","FIN","23.75","61.25"
"41448","FIN","24.25","61.25"
"41449","FIN","24.75","61.25"
"41450","FIN","25.25","61.25"
"41451","FIN","25.75","61.25"
"41452","FIN","26.25","61.25"
"41453","FIN","26.75","61.25"
"41454","FIN","27.25","61.25"
"41455","FIN","27.75","61.25"
"41456","FIN","28.25","61.25"
"41457","FIN","28.75","61.25"
"41458","RUS","29.25","61.25"
"41459","RUS","29.75","61.25"
"41460","RUS","30.25","61.25"
"41463","RUS","31.75","61.25"
"41464","RUS","32.25","61.25"
"41465","RUS","32.75","61.25"
"41466","RUS","33.25","61.25"
"41467","RUS","33.75","61.25"
"41468","RUS","34.25","61.25"
"41469","RUS","34.75","61.25"
"41470","RUS","35.25","61.25"
"41471","RUS","35.75","61.25"
"41472","RUS","36.25","61.25"
"41473","RUS","36.75","61.25"
"41474","RUS","37.25","61.25"
"41475","RUS","37.75","61.25"
"41476","RUS","38.25","61.25"
"41477","RUS","38.75","61.25"
"41478","RUS","39.25","61.25"
"41479","RUS","39.75","61.25"
"41480","RUS","40.25","61.25"
"41481","RUS","40.75","61.25"
"41482","RUS","41.25","61.25"
"41483","RUS","41.75","61.25"
"41484","RUS","42.25","61.25"
"41485","RUS","42.75","61.25"
"41486","RUS","43.25","61.25"
"41487","RUS","43.75","61.25"
"41488","RUS","44.25","61.25"
"41489","RUS","44.75","61.25"
"41490","RUS","45.25","61.25"
"41491","RUS","45.75","61.25"
"41492","RUS","46.25","61.25"
"41493","RUS","46.75","61.25"
"41494","RUS","47.25","61.25"
"41495","RUS","47.75","61.25"
"41496","RUS","48.25","61.25"
"41497","RUS","48.75","61.25"
"41498","RUS","49.25","61.25"
"41499","RUS","49.75","61.25"
